18 80
0 11 10
0 15 7
0 8 2
0 10 2
1 11 9
1 12 13
1 2 16
1 16 3
2 17 6
2 15 15
2 8 14
2 10 8
3 6 20
3 15 12
3 7 4
4 17 17
4 15 3
4 10 7
5 6 2
5 7 18
5 1 11
5 3 7
6 11 7
6 12 17
6 15 5
6 9 12
6 5 9
6 3 10
7 11 11
7 15 7
7 1 20
7 9 2
7 10 10
8 11 14
8 14 10
8 10 9
8 3 7
9 15 11
9 7 19
10 12 17
10 17 6
11 14 8
11 12 2
11 1 3
11 8 6
11 5 2
11 10 4
11 2 5
11 4 2
12 6 16
12 13 18
12 15 6
12 1 2
12 16 17
12 4 14
13 14 4
13 1 6
13 10 5
13 3 7
13 4 19
14 7 18
14 8 19
15 13 10
15 14 5
15 17 4
15 5 16
15 2 8
15 3 5
16 11 13
16 12 1
16 15 5
16 7 19
16 5 2
16 3 1
16 4 20
17 11 16
17 14 19
17 8 9
17 2 8
17 3 3
5 8
38
