18 96
0 15 4
0 8 18
0 17 6
0 11 6
0 5 2
0 7 1
0 3 10
0 12 3
1 7 16
2 9 12
2 8 11
2 16 16
2 10 17
2 0 7
2 3 3
3 17 19
3 5 5
3 14 5
3 12 7
4 2 4
4 6 17
4 14 4
4 1 20
5 2 18
5 6 16
5 9 16
5 8 10
5 10 8
5 11 2
5 7 7
5 4 4
6 0 6
6 5 12
6 7 14
6 3 12
6 14 10
6 4 7
7 2 8
7 16 12
7 17 17
7 11 5
7 5 6
7 3 9
7 14 14
7 4 10
7 12 3
7 1 4
8 11 3
8 7 17
8 3 15
8 14 15
8 12 18
9 17 1
9 5 3
9 7 9
9 14 9
9 12 2
10 2 16
10 15 10
10 17 14
10 0 16
10 5 7
10 3 18
10 14 4
10 4 11
11 6 19
11 17 4
11 5 16
11 13 9
11 7 17
11 3 6
11 14 11
11 12 18
12 16 16
13 9 16
13 8 10
13 11 12
13 7 15
14 2 17
14 13 18
14 3 10
14 4 15
14 12 6
15 2 10
15 8 19
15 16 14
15 11 8
15 3 4
16 2 2
16 17 16
16 4 10
16 1 4
17 5 12
17 7 5
17 3 7
17 12 2
11 17
77
