18 70
0 8 13
0 4 15
0 12 6
1 15 9
1 11 6
1 10 14
2 0 16
2 4 19
2 10 6
3 5 9
3 15 15
3 11 18
3 13 12
3 12 18
4 5 7
4 17 3
4 0 7
4 16 15
4 12 2
5 8 15
5 4 16
5 7 17
5 3 16
5 2 18
5 12 4
6 4 12
6 11 8
6 16 18
6 1 7
7 17 9
7 15 16
7 14 6
7 16 2
7 12 10
8 14 4
8 4 3
8 16 10
8 3 6
8 13 6
9 0 17
9 15 11
9 11 19
9 2 11
9 10 1
11 5 2
11 13 14
11 1 19
11 2 8
12 9 11
12 17 19
12 0 11
12 14 12
12 16 6
12 1 15
13 16 9
13 12 4
14 3 16
15 0 10
15 11 11
15 16 10
15 7 13
15 13 4
15 12 18
15 10 17
16 0 16
16 6 19
17 0 8
17 15 3
17 4 6
17 1 7
9 7
30
