20 89
0 1 19
0 15 10
2 18 19
2 17 18
2 16 7
2 1 8
2 19 15
2 5 16
3 13 19
3 14 8
3 18 2
3 2 12
3 1 20
3 8 3
3 7 13
3 0 16
3 19 16
4 16 7
4 11 8
4 10 7
4 6 1
4 15 1
4 7 3
4 0 2
5 13 7
5 11 20
5 1 14
5 12 16
5 19 11
6 14 7
6 18 12
6 17 12
6 8 20
7 13 17
7 17 11
7 1 1
7 9 3
7 0 15
8 14 8
8 17 9
8 16 20
8 1 4
8 19 1
9 14 9
9 11 1
9 1 11
10 13 3
10 16 4
10 3 3
10 19 15
10 5 6
11 19 12
12 14 3
12 17 16
13 4 4
13 1 12
13 9 1
13 8 19
13 12 10
13 19 10
13 5 20
14 13 2
14 17 1
14 16 16
14 12 9
14 5 19
15 14 18
15 18 6
15 9 10
15 10 19
15 12 3
15 5 12
16 13 1
16 19 12
17 13 6
17 18 17
17 16 5
17 2 9
17 11 4
17 15 8
17 0 16
17 19 16
18 3 17
18 9 5
18 7 15
19 14 5
19 7 15
19 0 12
19 5 20
3 6
1
