18 71
0 8 5
0 5 1
0 15 12
0 11 13
0 9 8
0 1 17
1 12 8
1 6 16
1 16 16
2 0 10
2 13 10
2 9 8
2 1 18
3 15 11
3 16 3
3 14 18
3 1 13
4 17 19
4 10 15
4 15 8
4 1 1
5 17 19
5 8 14
5 3 11
5 14 18
6 17 8
6 10 18
6 8 9
6 1 19
7 10 9
7 6 3
7 3 4
7 14 9
7 9 20
8 12 1
8 5 19
8 0 18
8 15 8
8 13 2
8 1 11
9 17 12
9 8 18
9 6 8
9 16 12
10 17 16
10 11 8
12 8 5
12 5 13
12 0 11
12 6 7
12 3 17
12 16 13
12 14 14
13 17 2
13 12 12
13 5 19
13 15 10
13 14 8
13 9 10
14 2 13
14 6 16
14 7 1
14 11 9
15 10 19
15 2 9
16 11 13
16 1 9
17 12 9
17 16 18
17 9 19
17 4 14
5 14
58
