17 83
0 11 6
0 13 20
0 14 3
0 10 13
0 4 1
0 16 6
1 11 7
1 2 11
1 13 11
1 0 4
1 5 14
1 14 10
1 16 11
2 11 3
2 12 17
2 5 9
2 1 8
2 14 20
2 6 9
2 10 11
2 9 16
2 7 9
3 11 14
3 5 7
3 1 2
3 14 8
3 6 6
3 9 20
3 8 7
4 11 15
4 12 17
4 5 16
4 9 17
5 8 4
5 3 16
5 7 15
6 13 17
6 5 15
6 1 11
6 9 6
6 8 2
6 7 3
7 11 5
7 15 13
7 2 5
7 10 5
7 4 18
7 8 8
8 2 16
8 12 16
8 14 11
8 6 2
8 3 5
9 11 2
9 15 8
9 13 9
9 12 5
9 10 15
9 4 17
10 11 11
10 2 12
10 3 12
10 7 1
11 12 15
11 8 17
12 10 17
12 4 11
12 16 3
13 15 9
13 5 1
13 6 20
13 9 18
13 8 6
14 15 16
14 12 7
14 5 19
14 10 6
14 9 19
15 12 11
16 13 8
16 12 2
16 6 4
16 3 13
5 15
35
