18 81
0 3 18
0 13 11
0 4 7
1 7 13
1 16 13
1 11 15
1 3 8
1 9 8
1 10 13
1 15 17
2 14 20
2 4 15
2 15 7
3 16 3
3 11 11
3 1 14
4 16 16
4 11 7
4 12 13
4 9 2
4 8 4
5 2 20
5 3 8
5 0 12
5 9 5
6 14 10
6 17 11
6 0 1
6 1 17
7 6 6
7 3 13
7 1 7
7 8 19
8 2 4
8 0 19
8 1 3
8 9 9
8 10 20
9 14 9
9 3 12
9 13 10
9 0 16
10 7 8
10 16 10
10 3 10
10 12 3
10 9 8
11 14 19
11 2 6
11 4 9
11 1 6
11 9 6
12 16 15
12 2 3
12 0 3
12 4 13
12 8 19
13 14 10
13 6 16
13 1 15
13 12 17
14 5 17
14 16 9
14 6 4
14 13 7
14 8 13
15 14 15
15 16 10
15 2 15
15 3 10
15 12 7
15 10 8
15 8 17
16 6 10
16 13 2
16 4 4
16 15 11
17 5 15
17 14 20
17 3 5
17 13 10
1 16
76
