18 92
0 1 2
0 10 7
0 5 16
0 3 9
0 7 11
1 6 8
1 8 17
1 16 20
1 7 2
2 6 5
2 1 4
2 14 14
2 15 4
3 4 5
3 8 9
3 14 19
3 0 5
3 15 9
4 6 3
4 9 6
4 1 11
4 0 13
4 15 16
4 13 20
4 11 5
4 2 11
5 6 16
5 17 2
6 9 15
6 8 17
6 5 11
6 11 2
7 9 10
7 8 2
7 16 9
7 14 7
7 0 7
7 15 2
7 13 4
7 5 16
7 3 19
8 9 13
8 14 8
8 11 7
8 12 2
8 7 14
9 8 14
9 16 14
9 17 19
9 14 6
9 11 19
9 3 7
9 2 15
10 6 18
10 8 12
10 16 4
10 17 1
10 15 9
10 13 15
10 2 14
11 6 14
11 8 13
11 10 20
11 3 17
12 16 19
12 15 8
12 5 16
12 7 7
13 12 10
13 2 1
13 7 9
14 6 7
14 9 3
14 17 15
14 5 15
14 11 2
14 12 1
14 3 17
15 6 1
15 9 18
15 5 9
15 12 20
16 9 15
16 1 11
16 14 9
16 10 10
16 12 2
16 2 10
17 16 2
17 0 1
17 13 1
17 5 18
12 3
50
