17 88
0 7 15
0 16 5
0 2 1
0 15 1
0 11 6
1 7 5
1 10 17
1 14 20
1 4 19
1 16 14
1 2 2
1 6 7
1 11 17
1 8 5
2 10 2
2 4 11
2 16 1
2 3 14
2 1 2
3 5 13
3 2 4
3 15 16
3 1 15
3 8 16
4 10 15
4 3 8
4 2 14
4 8 5
5 10 9
5 14 3
5 4 4
5 16 20
5 3 5
5 6 13
5 15 14
5 8 10
6 2 9
7 13 17
7 5 2
7 2 10
7 6 7
7 1 18
7 8 13
8 7 11
8 10 12
8 14 2
8 16 15
8 5 16
8 3 2
8 2 2
8 15 4
8 11 1
8 9 1
9 7 17
9 13 9
9 5 11
10 2 8
10 6 6
10 11 13
10 1 6
10 0 19
10 9 1
10 8 13
11 14 19
11 16 18
11 2 20
11 9 9
12 7 19
12 14 9
12 16 16
12 3 20
12 6 9
12 15 17
12 11 17
12 0 4
12 8 1
13 10 13
13 12 12
13 1 5
14 13 12
14 3 20
15 8 15
16 7 18
16 14 19
16 3 14
16 6 13
16 1 18
16 9 18
6 15
9
