17 77
0 14 5
0 10 9
0 16 18
0 12 5
0 6 17
0 8 7
0 3 7
0 4 14
1 7 19
1 2 12
1 11 9
1 3 5
1 4 7
2 7 19
2 1 12
3 5 20
3 16 19
3 12 13
3 6 10
3 11 6
3 4 19
4 14 12
4 12 20
4 8 20
4 2 17
4 0 9
5 13 10
5 9 6
5 2 2
5 1 8
6 16 3
6 3 18
6 4 19
7 14 1
7 10 1
7 9 13
7 16 8
7 15 19
7 3 1
7 1 1
8 14 13
8 16 9
8 6 4
9 5 1
9 8 3
9 11 19
9 0 7
10 7 11
10 9 3
10 15 8
10 8 8
10 4 1
11 13 2
11 12 19
11 6 14
12 7 1
12 8 3
12 3 19
12 0 1
13 9 17
13 8 19
13 0 3
14 15 19
14 6 16
14 4 13
15 5 1
15 16 6
15 8 18
15 2 6
15 3 14
15 0 19
15 4 11
16 9 6
16 15 5
16 6 17
16 11 12
16 1 19
11 7
35
