20 92
0 7 3
0 9 19
0 19 3
0 1 16
1 19 6
1 3 4
1 13 8
1 11 14
1 8 3
1 2 9
2 7 18
2 19 6
2 0 17
2 18 8
2 5 6
3 12 9
3 4 13
3 6 20
3 14 10
3 17 11
4 9 8
4 0 12
4 6 1
4 10 13
4 17 6
5 7 5
5 6 2
5 16 9
5 1 15
6 16 3
6 11 19
7 12 18
7 13 18
7 4 6
7 18 12
7 10 4
8 12 9
8 7 5
8 3 9
8 18 2
8 1 9
9 3 1
9 18 12
9 14 9
9 8 13
9 15 17
9 2 2
10 12 14
10 9 12
10 0 14
10 4 2
10 18 19
10 1 3
11 13 6
11 16 15
11 14 15
11 2 13
12 9 17
12 5 19
13 7 19
13 3 2
13 6 10
13 18 15
13 10 14
13 2 20
14 7 17
14 9 19
14 0 6
14 16 4
15 7 18
15 19 3
15 6 1
15 10 2
15 1 15
16 0 4
16 6 18
16 18 2
16 8 18
16 17 8
16 15 5
17 12 5
17 9 8
17 18 17
17 11 3
17 2 17
18 12 12
18 13 18
19 9 15
19 3 2
19 18 2
19 10 8
19 11 18
11 19
18
