20 90
0 7 8
0 11 2
0 1 4
0 17 16
0 4 6
1 16 10
1 11 5
1 17 6
1 4 3
1 12 20
2 8 3
2 19 18
2 17 13
3 10 2
3 11 3
3 1 10
3 5 14
3 0 11
4 10 6
4 15 3
4 9 16
4 8 5
4 17 8
5 7 2
5 19 4
5 14 3
6 11 2
6 15 12
6 8 2
6 1 8
6 18 19
6 12 8
7 10 14
7 16 6
7 15 3
8 18 6
8 17 14
8 14 3
9 10 19
9 19 19
9 5 12
9 0 1
10 2 7
10 15 8
10 17 16
10 0 2
11 10 16
11 13 17
11 18 18
11 5 5
11 14 2
11 0 8
12 10 19
12 15 19
12 9 10
12 3 16
13 2 20
13 15 11
13 18 1
13 19 15
13 3 6
14 11 8
14 9 4
14 12 17
15 10 2
15 2 2
15 8 17
15 14 10
15 0 7
15 3 10
16 2 2
16 11 4
16 9 1
16 1 13
16 18 13
16 19 6
16 17 14
16 5 20
16 14 6
16 4 5
16 0 16
17 10 17
17 13 3
18 11 11
18 0 8
19 7 16
19 10 12
19 15 6
19 9 3
19 14 4
13 11
33
