17 68
0 4 3
0 16 8
0 15 16
0 2 1
0 13 2
0 10 6
0 11 11
1 2 15
2 5 3
2 7 4
2 1 5
2 0 10
2 11 5
3 12 2
3 14 2
3 9 17
3 7 8
3 1 1
3 0 3
3 10 7
3 11 12
4 12 7
4 7 9
4 0 16
4 11 10
5 9 13
5 16 9
5 11 17
6 7 6
6 13 18
6 10 17
6 11 11
7 4 8
7 6 9
7 3 8
7 13 19
8 9 14
8 3 20
9 5 9
9 13 9
9 11 9
10 15 20
10 3 7
10 2 18
10 1 1
11 4 4
11 5 1
11 3 16
11 13 5
12 6 17
12 5 12
12 0 8
13 14 1
13 9 5
13 5 4
14 9 2
14 13 5
15 9 2
15 16 10
15 2 15
15 1 6
16 12 20
16 14 15
16 8 19
16 9 5
16 5 13
16 15 17
16 0 16
9 7
22
