20 94
0 16 12
0 4 13
0 17 5
1 10 13
1 16 7
1 4 1
1 0 1
1 9 6
1 5 8
1 13 5
1 14 3
2 11 16
2 10 5
2 19 1
2 7 5
2 6 8
3 16 15
3 0 12
3 6 17
4 2 14
4 0 10
4 3 12
4 13 3
4 6 6
5 11 8
5 19 3
5 6 17
6 0 4
6 9 9
6 17 18
6 13 13
6 12 9
6 7 1
6 14 13
6 18 19
7 8 16
7 11 3
7 15 6
7 4 15
7 9 5
7 14 16
8 0 12
8 1 1
8 9 14
8 7 13
8 6 19
8 14 8
8 18 7
9 10 10
9 16 16
9 1 17
9 3 6
9 19 18
9 5 18
9 18 12
10 8 6
10 11 19
10 15 19
11 16 14
11 4 2
11 0 13
11 7 19
12 4 18
12 1 10
12 17 18
12 3 19
12 13 10
13 4 9
13 18 7
14 8 4
14 2 8
14 1 16
14 17 8
14 19 5
14 13 18
14 12 4
15 8 14
15 16 9
15 4 10
15 9 16
15 12 9
16 9 20
16 3 1
18 16 6
18 3 6
18 12 3
18 6 14
18 14 6
19 10 14
19 16 1
19 4 20
19 0 8
19 5 16
19 7 9
5 17
28
