17 67
0 7 9
0 4 4
0 11 8
1 15 14
1 3 6
1 8 18
2 9 13
2 6 17
2 10 8
3 2 11
3 15 9
3 6 10
3 13 10
3 0 7
3 11 11
4 9 9
4 16 8
4 7 3
4 13 13
4 0 17
5 9 16
5 16 10
5 14 7
5 0 14
5 10 10
6 16 2
6 13 17
6 0 17
7 3 13
7 0 11
8 16 19
8 3 4
8 12 17
8 1 6
8 6 16
9 3 10
9 1 2
9 6 9
9 5 8
9 14 16
10 9 13
10 16 18
10 1 11
10 6 17
10 13 6
10 8 13
11 9 2
11 16 2
11 3 11
11 7 18
11 8 2
12 15 13
12 6 14
12 4 4
12 13 2
12 5 11
13 2 8
13 8 11
13 10 19
14 3 15
15 2 4
15 4 4
15 0 15
16 2 3
16 1 17
16 7 4
16 11 2
3 7
34
