18 73
0 1 17
0 17 3
0 5 13
0 4 1
0 2 16
0 10 4
1 11 1
1 2 1
1 14 18
2 1 9
2 17 20
2 11 5
2 14 6
2 13 5
3 16 13
3 12 13
3 14 7
4 11 17
4 0 2
4 10 14
4 6 12
4 14 6
5 15 5
5 11 15
5 2 13
6 15 18
6 12 8
6 0 4
6 8 6
6 9 3
7 15 5
7 11 4
7 3 16
7 10 2
8 16 10
8 3 20
8 0 17
8 10 7
9 15 20
9 17 7
9 16 14
9 8 7
9 6 20
11 3 10
11 2 11
11 14 9
11 13 20
12 15 11
12 17 10
12 4 9
12 8 3
12 7 5
13 16 1
13 2 1
13 10 2
13 14 6
14 16 14
15 1 1
15 12 7
15 4 1
15 0 10
16 15 2
16 1 2
16 12 18
16 3 7
16 6 4
16 9 13
17 15 8
17 1 13
17 16 18
17 11 17
17 3 4
17 0 5
9 16
65
