18 73
0 1 18
0 4 5
0 11 2
0 2 2
0 9 7
0 10 12
0 13 2
0 3 13
1 15 8
1 6 20
1 5 5
1 17 2
1 10 9
2 4 11
2 13 7
3 16 6
3 2 3
4 16 11
4 7 12
4 2 1
4 0 3
4 12 8
4 9 10
4 10 19
4 13 13
5 2 7
5 3 11
6 1 4
6 15 13
6 8 16
7 16 17
7 2 17
7 0 1
7 8 13
8 4 2
8 11 19
8 2 2
8 14 20
8 13 5
9 0 11
9 12 17
9 13 3
9 3 11
10 2 3
10 14 4
10 6 6
10 5 2
10 13 5
11 2 1
11 14 13
11 17 17
12 16 14
12 17 16
12 10 2
13 4 20
13 11 6
13 2 15
13 15 9
13 6 11
13 9 10
13 5 16
13 17 4
13 3 20
13 8 2
14 5 19
15 6 10
15 5 18
16 5 1
17 1 19
17 4 17
17 11 7
17 7 7
17 14 2
8 7
19
