16 69
0 10 17
0 7 15
0 2 5
1 13 17
1 0 15
1 8 9
1 12 4
1 10 13
1 14 5
2 0 18
2 11 15
2 4 9
3 11 15
3 15 15
3 9 19
3 4 7
4 13 14
4 11 1
4 5 7
5 13 13
5 2 12
6 12 4
6 11 10
7 3 8
7 8 5
7 12 5
7 6 13
7 15 15
7 2 2
7 9 16
7 1 4
8 10 3
8 14 9
8 15 4
9 3 6
9 8 11
9 6 16
9 5 12
10 13 10
10 3 11
10 15 17
10 9 19
10 1 18
10 4 13
11 12 7
11 10 11
11 6 8
11 1 16
11 4 14
12 13 9
12 0 15
12 8 10
12 14 10
12 15 6
12 7 1
12 4 5
13 6 14
13 14 8
14 0 10
14 3 8
14 8 20
14 15 20
14 2 13
14 9 18
14 4 5
15 13 17
15 3 17
15 12 13
15 9 9
6 5
14
