20 93
0 19 2
0 5 7
0 15 1
0 18 5
0 12 16
0 13 12
0 4 17
0 16 9
0 2 19
1 19 7
1 3 12
1 8 13
1 0 8
1 10 19
1 11 4
1 4 12
2 15 12
2 3 1
2 0 9
2 13 3
2 16 19
3 19 15
3 7 11
3 18 9
3 12 15
3 2 10
4 6 4
4 10 5
4 14 10
5 8 12
5 14 17
5 11 6
5 16 1
5 2 13
6 15 13
6 0 1
6 12 9
6 1 9
7 19 8
7 0 19
7 11 16
7 16 13
8 5 8
8 15 16
8 9 20
8 14 5
8 11 9
8 1 18
8 16 8
8 2 15
9 13 19
9 11 10
9 2 9
10 18 7
10 13 8
10 11 16
11 5 18
11 3 16
11 17 9
11 16 9
12 7 14
12 18 19
12 9 14
12 0 1
12 10 10
12 17 19
12 1 3
13 7 17
13 12 14
13 4 20
13 2 19
14 19 17
14 2 14
15 19 11
15 9 19
15 6 2
15 10 16
15 13 15
15 11 7
15 1 7
15 16 20
16 19 11
16 8 10
16 10 3
17 19 11
17 5 7
17 9 7
17 1 5
18 5 14
18 9 15
19 15 6
19 0 2
19 6 5
19 3
13
