19 88
0 4 20
0 11 8
0 12 4
0 13 1
0 9 12
0 3 15
0 15 2
1 14 3
1 11 19
1 7 15
1 2 9
1 16 16
2 14 6
2 5 8
2 6 10
2 8 9
2 18 15
2 15 1
3 4 7
3 17 14
4 14 13
4 5 5
4 10 2
4 6 11
4 9 11
4 2 1
4 18 15
5 14 20
5 6 18
5 2 20
5 15 19
6 16 8
6 15 13
7 5 20
7 6 11
7 3 14
7 2 19
8 4 9
8 14 12
8 5 14
8 10 11
8 1 13
8 6 5
8 9 2
8 2 9
8 16 6
9 11 16
9 12 18
9 18 4
9 15 8
10 5 14
10 6 5
11 17 8
11 7 18
11 2 14
11 18 10
12 10 20
12 11 7
12 8 9
12 16 18
12 15 12
13 14 6
13 0 2
13 11 3
13 7 15
13 18 17
14 4 18
14 10 14
14 8 10
14 3 6
14 16 16
15 5 6
15 9 18
15 2 8
16 14 13
16 0 14
16 10 2
16 7 10
16 18 8
17 14 5
17 1 1
17 8 1
18 5 14
18 0 18
18 10 9
18 11 17
18 12 15
18 3 16
4 12
37
