19 85
0 3 7
0 13 18
0 16 5
0 4 4
0 5 4
1 15 2
1 14 4
1 7 10
2 12 12
2 13 9
2 16 3
2 7 12
2 0 2
2 5 13
3 17 20
3 13 15
3 1 3
3 2 17
4 14 16
4 7 20
5 17 7
5 10 9
5 14 17
5 8 18
5 0 3
6 17 19
6 3 18
6 14 6
6 8 16
6 16 13
6 7 1
7 17 1
7 12 13
7 9 11
7 14 9
8 12 11
8 1 6
8 2 17
8 0 1
9 10 9
9 12 1
9 16 7
9 0 7
10 17 5
10 1 3
10 7 16
10 4 20
10 0 10
11 17 5
11 14 19
11 16 14
11 7 3
11 0 3
12 18 19
12 9 3
12 8 3
12 6 2
13 11 18
13 1 18
13 8 18
13 4 3
13 0 10
14 10 13
14 18 18
14 15 9
14 13 9
14 1 20
14 8 3
14 2 5
14 6 18
14 0 2
15 12 7
15 18 6
15 14 3
15 6 12
16 12 10
16 3 9
16 1 17
16 4 11
16 0 5
17 18 2
17 14 16
18 10 9
18 9 10
18 14 14
13 10
40
