19 80
0 3 5
0 18 9
0 6 1
1 3 3
1 11 13
1 6 7
2 10 5
2 18 1
3 16 11
3 17 4
3 14 4
3 10 12
3 11 7
3 7 4
3 15 12
4 16 8
4 2 10
4 3 5
4 9 2
5 13 10
5 4 20
6 17 15
6 14 14
6 10 8
6 3 14
6 9 4
6 11 5
6 7 9
6 15 8
7 14 1
7 10 14
7 4 7
7 12 17
8 14 10
8 18 7
8 11 5
8 7 3
8 6 8
9 5 16
9 14 14
9 1 14
10 3 2
10 4 14
10 1 15
10 6 18
11 16 10
11 10 9
11 1 17
11 7 8
11 6 4
12 0 14
12 13 17
12 5 4
12 14 16
12 10 10
12 3 17
12 15 8
13 0 19
13 3 5
13 18 4
13 12 1
14 16 11
14 5 11
14 10 18
14 11 17
14 15 9
15 5 7
15 3 10
15 9 3
16 10 3
16 9 17
16 8 7
16 6 2
16 15 3
17 5 9
17 14 5
17 12 18
18 16 3
18 17 3
18 6 6
14 15
40
