19 93
0 16 4
0 4 7
1 11 5
1 14 7
1 3 7
1 13 5
1 15 2
1 7 17
2 4 7
2 13 7
2 7 4
3 11 2
3 1 8
3 4 15
3 2 3
3 5 18
4 9 16
4 1 3
4 8 6
4 5 1
4 6 12
4 15 3
5 9 16
5 16 7
5 8 17
5 6 6
5 7 14
6 9 13
6 16 6
6 14 3
6 4 6
6 3 5
6 15 12
6 17 7
7 11 20
7 14 6
7 5 19
7 13 3
8 12 1
8 10 15
8 4 5
8 3 18
9 12 14
9 1 2
9 13 4
10 18 11
10 0 6
10 16 8
10 1 12
10 4 3
10 2 13
10 5 6
10 6 7
10 3 13
11 12 17
11 14 13
11 5 20
11 6 11
11 15 14
11 17 15
12 0 17
12 10 18
12 5 10
12 13 1
13 9 7
13 8 4
13 10 4
14 18 14
14 8 11
14 3 11
14 15 16
14 17 14
15 1 18
15 6 11
16 11 14
16 18 1
16 5 9
16 6 14
16 15 4
16 7 11
17 9 5
17 12 12
17 4 4
17 5 8
17 3 3
17 15 7
18 9 18
18 1 7
18 10 16
18 2 17
18 5 16
18 13 11
18 17 14
9 6
20
