20 96
0 15 14
0 8 8
0 14 20
0 11 19
0 17 18
1 16 3
1 15 20
1 19 17
1 11 17
1 17 18
1 2 7
2 14 10
2 5 3
2 11 11
2 7 8
2 10 13
2 1 18
3 8 13
3 11 1
3 9 9
4 15 7
4 14 17
4 9 14
4 13 15
5 12 9
5 18 9
5 14 12
5 11 18
5 6 4
5 0 18
5 17 12
5 10 12
6 18 2
6 1 7
7 3 17
7 18 9
7 8 19
7 4 12
7 2 6
8 3 15
8 15 13
8 17 4
9 16 10
9 12 9
9 15 11
9 19 19
10 3 18
10 14 14
10 17 5
11 3 4
11 18 2
11 15 8
11 8 5
11 5 17
11 13 9
11 7 16
12 3 15
12 4 20
12 2 2
13 15 20
13 14 11
13 11 7
13 6 3
13 17 9
14 12 9
14 9 10
14 13 3
14 7 3
14 1 2
15 3 4
15 19 4
15 5 19
15 4 14
15 0 19
15 13 10
15 10 7
15 1 18
16 18 6
16 14 7
16 19 12
16 5 11
16 0 9
16 1 5
17 18 6
17 15 9
17 7 17
17 2 7
18 3 19
18 15 19
18 14 1
18 6 2
18 7 4
18 2 18
19 15 15
19 5 15
19 2 13
2 6
9
