17 73
0 7 8
0 4 4
0 1 11
0 11 10
0 6 3
1 16 3
1 7 15
2 16 13
2 8 11
2 3 11
3 0 18
3 4 8
3 13 17
3 14 3
3 8 2
3 6 16
4 2 9
4 13 15
4 12 7
4 8 17
5 1 17
5 10 9
5 12 7
6 16 8
6 4 20
6 1 10
6 10 4
7 0 1
7 4 10
7 13 3
7 9 10
7 1 8
7 8 15
7 3 9
8 10 6
9 16 7
9 0 7
9 10 5
9 11 6
9 6 19
10 16 8
10 13 10
10 9 2
10 15 10
10 14 2
11 16 9
11 13 3
11 9 12
11 8 3
11 6 1
12 4 2
12 5 2
12 14 11
12 11 14
13 7 18
13 15 6
13 10 8
13 3 15
13 6 2
14 16 16
14 4 20
14 13 6
14 15 13
14 12 6
14 5 8
14 8 12
14 11 1
15 9 14
15 6 11
16 2 9
16 0 9
16 4 11
16 6 15
6 16
42
