16 70
0 15 10
0 7 15
0 1 9
0 13 12
0 8 9
0 2 7
1 12 3
1 11 19
1 10 16
1 2 3
2 6 14
2 14 6
2 0 13
2 10 17
2 13 11
3 12 5
3 6 18
3 15 4
4 9 1
4 3 12
4 1 5
5 3 16
5 4 9
5 6 19
5 14 4
6 3 16
6 7 17
6 5 9
6 1 15
7 6 16
7 15 16
7 14 19
7 1 18
7 13 10
8 6 6
8 15 17
8 7 20
8 11 17
8 10 17
9 12 19
9 6 8
9 15 10
9 7 17
9 0 5
9 5 13
9 1 6
9 8 2
10 12 8
10 6 13
10 15 7
11 12 8
11 7 2
11 10 15
11 13 4
12 9 4
12 15 10
12 7 20
12 0 14
12 10 1
13 7 2
13 0 4
13 10 13
13 1 18
13 8 15
14 6 16
14 1 8
15 3 18
15 14 3
15 10 20
15 8 12
3 10
27
