20 87
0 6 3
0 19 16
0 12 17
0 3 3
0 17 7
1 6 5
1 3 7
1 13 13
1 11 11
2 19 12
2 16 6
2 3 17
3 9 20
3 12 2
3 14 20
4 5 11
4 6 15
4 7 20
4 12 1
4 16 8
4 18 10
4 17 20
5 16 7
6 10 3
6 7 12
6 19 14
6 3 8
6 13 2
6 17 13
7 10 6
7 4 7
7 9 19
7 16 6
7 18 2
7 11 4
8 1 18
8 4 3
8 16 3
8 15 8
8 13 14
8 2 1
9 19 9
9 13 10
9 8 13
10 5 7
10 19 4
10 12 11
10 16 6
10 3 11
10 13 17
11 19 18
11 16 3
11 3 5
11 15 11
11 14 15
12 9 19
12 6 16
12 2 15
12 17 20
13 1 14
13 7 8
13 12 5
13 15 10
13 0 12
13 2 9
13 8 7
14 12 8
14 15 19
14 0 10
14 2 2
15 5 17
15 7 2
16 10 1
16 1 12
16 15 11
16 18 16
16 17 9
17 4 2
17 5 9
17 6 10
17 16 5
17 13 10
18 1 8
18 4 15
18 3 12
19 5 1
19 7 3
4 10
10
