20 87
0 1 1
0 6 16
0 15 16
0 5 7
0 7 14
1 12 12
1 9 16
1 7 8
2 3 7
2 19 16
2 7 7
3 12 15
3 8 4
3 19 7
3 2 9
3 15 18
4 3 15
4 14 14
4 2 9
4 5 4
5 8 18
5 9 5
5 1 16
5 13 14
5 17 15
6 12 13
6 18 4
6 1 10
6 7 15
7 16 2
7 19 6
7 10 18
7 15 9
7 5 14
7 17 19
8 0 19
8 18 8
8 19 7
8 2 4
8 7 8
9 3 19
9 0 16
9 14 1
9 4 10
9 15 15
9 11 1
10 3 1
10 0 6
10 8 3
10 2 10
10 6 8
11 2 6
11 4 4
11 5 17
12 3 7
12 8 15
12 6 4
12 15 18
13 14 12
14 16 1
14 3 15
14 0 3
14 8 3
14 18 14
14 1 8
14 6 20
14 7 1
15 12 19
15 18 16
15 9 11
15 19 7
15 1 4
15 4 14
15 10 19
16 18 4
16 14 8
16 19 16
16 6 1
16 10 9
17 6 11
17 5 4
17 7 20
18 3 8
19 3 16
19 18 19
19 1 3
19 10 1
13 7
12
