19 77
0 4 17
0 18 20
0 12 20
0 9 2
0 13 1
0 11 20
0 15 12
1 15 13
1 8 11
1 0 20
2 5 6
2 9 17
2 14 20
2 10 20
3 15 12
3 8 13
3 14 14
3 2 13
3 16 15
4 6 15
4 9 5
4 11 17
4 16 9
5 8 16
6 5 10
6 13 9
6 2 15
7 17 2
7 1 5
7 15 11
7 16 3
8 18 16
8 5 14
9 4 16
9 6 8
9 1 19
9 15 1
9 8 1
9 2 18
9 10 17
9 16 17
10 12 16
10 5 6
10 13 1
10 7 17
11 17 2
11 7 8
11 8 14
12 9 19
12 13 12
12 11 19
12 15 9
12 2 11
13 6 9
13 15 19
13 0 9
14 4 18
14 3 5
14 5 14
14 2 19
14 10 12
14 16 4
15 13 13
15 7 18
15 11 15
16 3 19
16 5 16
16 9 10
16 13 3
16 10 11
17 3 7
17 13 14
17 8 12
17 2 1
18 9 6
18 13 6
18 15 16
17 1
24
