20 88
0 9 15
0 2 10
0 12 1
0 19 8
0 8 10
0 6 15
1 17 15
1 8 12
2 9 5
2 19 6
2 8 13
2 5 15
3 9 15
3 2 4
3 4 3
3 15 14
3 7 14
3 16 15
4 19 10
4 11 1
4 15 18
5 9 9
5 15 10
5 16 14
6 4 9
6 19 5
6 11 20
6 3 9
7 17 19
7 2 17
7 8 12
7 15 18
7 6 7
8 14 7
8 4 5
8 12 14
8 11 15
8 3 19
8 16 12
9 17 3
9 19 5
9 10 2
9 6 12
10 9 8
10 1 14
10 12 19
10 13 11
10 3 8
10 5 12
10 6 8
11 4 19
11 1 13
11 18 13
11 3 6
11 16 7
12 1 14
12 18 14
13 17 14
13 10 20
13 15 1
13 0 16
14 2 18
14 1 16
14 8 14
14 10 13
14 15 17
15 14 10
15 9 7
15 2 6
15 19 17
15 5 11
16 2 4
16 1 14
16 18 18
16 11 6
17 9 11
17 12 16
17 11 4
17 5 15
18 10 15
18 5 12
18 0 20
19 14 4
19 9 1
19 18 16
19 8 8
19 3 7
19 5 5
6 15
43
