20 85
0 4 2
0 7 17
0 9 16
0 16 18
0 8 13
0 3 10
1 15 10
1 16 15
1 8 19
1 3 18
2 12 3
2 4 7
2 9 19
2 19 1
2 8 17
3 5 18
3 7 5
3 19 10
3 0 9
4 19 20
4 11 12
4 8 5
5 6 10
5 12 20
5 16 19
5 17 1
5 2 19
5 19 11
5 11 4
5 10 15
5 8 13
5 3 9
6 17 14
6 10 20
7 9 12
7 1 8
8 18 19
9 6 11
9 5 4
9 2 6
9 11 20
9 8 4
9 3 2
9 18 18
10 6 5
10 19 1
10 3 17
11 5 13
11 10 12
11 18 1
12 4 1
12 17 8
12 19 7
12 10 16
12 18 20
13 15 11
13 1 18
13 10 14
14 12 2
14 2 16
14 19 4
14 0 1
14 11 5
14 3 20
14 18 10
15 9 20
15 2 1
15 1 18
15 0 17
15 11 19
16 12 15
16 1 3
16 13 2
16 14 12
17 7 5
17 2 9
17 8 9
17 3 15
18 12 18
18 4 5
18 2 3
18 13 19
19 4 11
19 16 20
19 17 14
15 1
47
