18 71
0 5 2
0 8 14
0 1 20
1 3 14
1 9 9
1 17 12
2 16 5
2 12 4
2 7 5
2 9 2
3 5 7
3 8 7
4 2 20
4 16 19
4 8 19
4 9 3
4 17 16
5 16 3
5 14 18
5 8 10
5 4 9
6 2 5
6 5 4
6 4 18
6 11 4
6 15 1
7 2 4
7 16 12
7 6 20
7 1 6
8 5 19
8 16 11
8 0 4
8 10 6
8 11 7
8 17 19
9 2 16
9 5 6
9 14 4
9 12 11
10 16 15
10 6 6
10 3 14
10 17 4
11 17 12
12 5 5
12 13 8
12 11 18
12 17 18
13 5 12
13 0 1
13 4 12
13 11 8
13 17 14
13 15 15
14 5 11
14 4 1
15 0 12
15 12 1
15 1 16
15 4 3
15 10 13
15 9 15
16 8 7
16 12 5
16 10 20
16 9 14
17 5 7
17 14 4
17 8 11
17 1 7
11 14
12
