18 77
0 4 3
0 16 17
0 13 1
0 8 4
0 1 11
1 15 9
1 6 1
1 12 15
2 15 16
2 4 9
2 9 6
2 3 20
2 6 11
2 5 17
3 15 7
3 11 16
4 15 7
4 16 17
4 8 9
5 4 16
5 0 1
5 1 6
5 12 2
6 4 9
6 3 4
6 5 16
6 14 10
6 13 16
6 8 19
6 11 12
7 0 14
7 6 19
7 1 7
8 15 7
8 16 15
8 2 4
8 5 13
8 1 15
8 12 12
9 4 15
9 16 4
9 5 6
9 13 20
9 10 1
9 8 7
10 4 1
10 0 1
10 6 13
10 12 13
10 17 17
11 4 6
11 7 4
11 5 18
11 14 8
11 13 5
11 12 13
12 10 11
12 1 3
12 11 16
12 17 7
13 15 9
13 9 13
14 15 16
14 2 10
14 13 1
14 12 5
15 7 10
15 5 6
15 10 7
16 15 18
16 0 13
16 3 17
16 6 10
16 10 1
17 0 1
17 7 4
17 13 10
6 5
73
