20 107
0 1 10
0 17 6
0 2 20
1 7 12
1 4 19
1 0 14
1 10 14
1 2 13
1 18 8
1 3 8
1 5 5
2 7 2
2 8 18
2 13 19
2 16 14
2 17 10
2 15 20
2 18 10
2 5 15
2 14 16
3 8 7
3 9 8
3 0 14
3 19 15
3 11 5
4 1 8
4 9 4
4 12 12
4 0 11
4 19 15
4 16 17
4 10 10
4 3 7
4 11 1
5 7 12
5 13 1
5 6 1
5 2 4
5 11 20
6 15 14
6 11 16
7 19 2
7 11 11
8 7 16
8 4 17
8 0 2
8 16 16
8 10 8
8 2 4
8 18 9
8 5 16
8 11 18
9 13 19
9 0 8
9 19 18
9 16 13
9 15 3
9 6 3
9 10 17
9 2 14
9 18 7
9 11 8
10 13 7
10 0 3
10 14 7
11 8 11
11 19 16
11 6 3
11 5 1
11 14 14
12 1 18
12 4 10
12 9 11
12 17 13
12 3 16
13 1 8
13 8 11
13 9 15
13 12 16
14 12 11
14 13 6
14 16 14
14 17 18
14 15 4
14 11 13
15 0 20
15 18 14
16 12 18
16 19 9
16 6 5
17 19 20
17 16 16
17 15 12
17 18 16
17 11 5
18 1 11
18 4 16
18 9 3
18 12 10
18 16 1
18 6 4
18 10 19
18 3 16
19 0 3
19 17 1
19 10 8
19 2 9
6 7
30
