19 92
0 7 4
0 3 16
0 5 12
0 2 8
0 9 5
0 17 16
1 14 8
1 10 2
1 9 8
1 17 18
1 13 14
3 8 5
3 5 18
3 4 11
3 17 19
3 15 13
4 5 7
4 2 7
4 12 7
5 10 3
5 17 11
5 15 17
6 7 4
6 11 18
6 18 13
6 5 20
6 2 12
6 9 11
6 12 8
7 11 3
7 4 19
7 0 14
7 16 19
7 9 8
7 15 13
7 13 17
8 18 7
8 10 3
8 9 19
8 1 14
9 3 9
9 10 17
10 14 20
10 9 2
10 17 6
10 12 20
11 14 4
11 18 2
11 0 4
11 10 6
11 9 11
11 15 11
11 13 9
12 7 2
12 18 7
12 8 8
12 5 5
12 0 12
12 2 1
12 10 3
13 14 9
13 4 2
13 10 11
13 12 4
13 15 6
13 1 13
14 8 5
14 4 8
14 16 5
14 10 4
15 7 6
15 11 13
15 14 18
15 4 7
15 9 19
15 1 15
16 4 12
16 9 19
16 17 19
16 13 4
17 14 11
17 3 10
17 16 19
17 2 7
17 13 16
18 8 5
18 5 11
18 4 18
18 0 20
18 10 4
18 12 13
18 13 11
12 4
37
