18 68
0 6 1
0 2 20
0 10 2
0 15 8
0 3 8
0 1 15
1 2 10
1 12 18
2 5 17
3 12 6
4 6 6
4 14 4
4 1 10
4 13 16
5 8 6
5 2 7
5 12 14
5 16 17
6 14 5
6 9 3
6 0 7
6 16 2
6 15 6
6 1 3
7 4 1
7 8 12
7 14 18
7 9 16
7 0 8
8 5 19
8 0 1
8 10 4
8 16 15
8 7 2
9 14 4
9 10 14
9 16 5
9 3 4
10 0 3
10 17 11
10 7 7
11 6 6
11 8 14
11 2 1
12 6 6
12 10 2
12 16 3
12 1 8
13 6 15
13 11 1
13 7 16
14 4 16
14 10 11
14 15 18
14 3 19
14 7 8
15 4 1
15 5 5
15 9 8
15 0 20
15 10 1
16 4 18
16 9 11
16 7 16
17 6 12
17 11 4
17 9 19
17 0 11
2 16
17
