18 83
0 9 17
0 8 17
0 17 6
0 3 2
0 4 19
0 10 2
1 9 7
1 16 5
1 4 18
1 13 2
1 6 5
1 15 12
2 1 12
2 17 11
2 4 18
2 13 15
2 5 12
3 4 3
3 0 6
3 6 2
3 15 1
3 10 4
4 17 20
4 13 13
4 7 12
4 12 12
5 11 10
6 9 19
6 2 8
6 5 17
6 12 10
7 9 12
7 16 16
7 4 9
7 2 11
7 11 14
8 9 15
8 1 8
8 3 3
8 4 7
8 11 15
9 13 12
9 2 3
9 5 2
9 10 1
10 9 6
10 1 20
10 3 7
10 4 9
10 6 17
10 11 3
10 7 17
11 9 14
11 3 18
11 16 11
11 4 16
11 0 6
12 3 5
12 16 11
12 6 3
13 14 19
13 1 18
13 3 17
13 6 6
14 4 3
14 2 19
14 10 11
15 14 8
15 9 19
15 8 17
15 5 6
15 11 9
15 7 9
16 9 7
16 0 20
16 5 14
16 12 8
16 10 12
17 9 14
17 15 18
17 2 20
17 7 18
17 10 15
14 4
33
