19 76
0 12 2
0 3 11
0 9 10
0 10 14
0 2 15
1 6 5
1 4 16
1 12 11
1 11 18
1 7 12
1 14 18
2 3 6
2 8 10
2 15 17
2 14 19
2 13 4
3 5 6
3 8 17
3 7 8
4 18 11
4 14 5
5 12 19
5 15 17
5 0 15
5 2 16
6 17 18
7 6 19
7 4 5
7 8 9
8 17 1
9 3 16
9 14 5
9 13 4
9 2 16
10 6 14
10 11 15
10 14 4
10 2 6
11 12 10
11 9 18
11 8 17
11 16 18
11 15 3
11 10 4
11 13 15
11 0 6
12 9 8
12 8 9
12 16 4
12 15 11
12 10 1
13 9 20
13 11 4
13 8 1
13 18 9
13 15 11
13 10 16
14 6 9
14 4 15
14 15 10
14 13 6
15 9 10
15 13 1
15 2 18
16 18 11
16 0 15
17 4 2
17 12 19
17 11 10
17 8 11
17 14 4
17 10 13
18 4 14
18 12 16
18 7 1
18 1 8
13 11
37
