18 73
0 10 19
0 6 11
0 17 6
1 16 17
1 6 20
1 12 12
1 11 4
1 15 20
2 7 5
2 0 15
3 10 20
3 6 11
3 0 16
3 11 9
3 15 10
4 16 4
4 10 12
4 0 19
4 14 16
5 16 3
5 6 4
5 12 10
5 1 20
5 3 19
5 9 15
5 11 19
5 15 9
5 4 14
6 16 13
6 0 20
6 13 8
7 6 20
7 0 3
7 12 6
7 13 2
7 14 6
7 4 1
8 7 20
8 5 8
9 17 4
9 4 19
10 2 10
10 6 19
10 9 5
11 16 3
11 5 11
11 8 16
12 16 12
12 10 17
12 11 13
12 17 8
12 15 6
12 13 16
13 7 7
13 12 2
13 1 15
13 11 16
13 15 9
14 12 10
14 5 14
14 8 15
15 1 7
15 4 10
16 10 5
16 6 9
16 0 20
16 3 13
16 15 7
17 6 4
17 3 15
17 5 8
17 13 8
17 4 5
3 1
42
