20 83
0 5 3
0 13 10
1 11 19
1 10 18
1 18 16
1 7 19
1 19 3
2 17 10
2 7 17
2 13 4
2 9 14
3 6 17
3 19 5
4 10 14
4 2 18
5 11 16
5 15 10
5 16 10
6 8 15
6 19 13
6 14 16
6 3 6
7 16 19
7 9 5
8 11 9
8 7 3
8 13 1
8 16 15
8 3 8
8 9 4
9 18 14
9 5 2
9 8 3
9 15 18
9 6 19
10 0 2
10 12 12
10 13 3
10 6 8
10 14 10
10 3 14
11 12 19
11 18 18
11 16 9
11 2 14
12 11 5
12 10 3
12 15 8
13 12 14
13 6 5
13 19 12
13 14 4
14 4 6
14 0 10
14 12 10
14 5 10
14 7 4
14 8 4
14 16 4
15 17 10
15 5 14
15 7 18
15 13 5
16 4 11
16 6 7
16 19 11
17 12 4
17 11 15
17 18 6
17 8 11
17 13 16
17 16 12
17 2 4
18 10 13
18 1 2
18 7 1
18 2 15
18 3 16
19 12 17
19 18 17
19 1 16
19 13 4
19 14 6
19 18
59
