20 102
0 2 2
0 6 2
0 15 13
0 16 17
0 5 12
1 10 8
1 4 5
1 2 15
1 0 7
1 6 9
1 9 19
1 5 4
2 10 15
2 4 8
2 9 5
2 8 2
2 3 8
2 5 6
2 11 7
3 17 13
3 14 4
3 2 13
3 0 5
3 8 13
3 7 12
4 17 20
4 10 3
4 15 20
5 12 20
5 14 13
5 9 2
5 11 6
6 10 20
6 2 11
6 15 13
6 9 14
6 8 16
6 3 8
6 7 3
7 1 15
7 19 15
8 12 18
8 15 2
8 18 10
8 19 11
8 5 7
8 7 10
9 12 17
9 4 11
9 1 5
9 6 15
9 15 20
9 18 14
9 8 8
9 7 19
10 12 4
10 17 19
10 8 12
10 11 13
11 13 18
11 6 15
12 17 7
12 14 19
12 10 1
12 2 1
12 5 20
13 17 9
13 6 16
13 18 18
13 8 20
13 19 8
13 7 20
14 10 7
14 6 3
14 18 13
14 8 13
14 11 20
15 6 18
15 9 18
15 19 9
15 7 3
16 17 4
16 14 17
16 2 5
16 0 18
16 3 12
16 11 5
17 3 15
18 12 7
18 10 6
18 4 10
18 0 5
18 15 18
18 11 7
19 12 9
19 2 4
19 0 9
19 9 16
19 8 11
19 16 17
19 11 8
19 7 14
5 0
41
