17 73
0 9 14
0 8 9
0 4 12
0 2 14
0 16 10
0 5 7
0 3 9
0 6 10
1 7 11
1 6 2
2 0 11
2 8 20
2 14 13
2 16 8
2 10 6
3 13 13
3 5 16
3 10 12
4 0 2
4 8 12
4 7 14
4 14 11
4 3 2
5 0 8
5 9 9
5 14 4
5 6 14
6 4 16
6 7 18
6 3 13
7 11 11
7 12 7
7 9 16
7 5 1
8 4 19
8 7 12
8 16 11
8 13 12
8 5 4
8 10 9
9 0 15
9 12 1
9 7 4
9 5 14
9 6 5
10 0 11
10 5 4
11 1 12
11 9 3
11 8 3
11 14 19
11 13 10
11 5 1
11 10 1
12 1 8
12 9 17
12 14 16
12 16 5
13 1 13
13 14 20
13 10 8
13 6 10
14 0 7
14 4 8
14 13 16
14 5 14
14 15 19
15 12 9
15 7 7
15 14 20
15 2 3
15 5 18
16 13 18
5 9
35
