18 85
0 12 17
0 4 9
0 10 9
1 12 13
1 11 16
1 5 11
1 8 20
1 7 12
1 10 10
2 17 5
2 16 10
2 14 14
3 13 15
3 4 5
3 2 3
3 5 12
3 10 8
4 12 12
4 0 18
4 16 13
4 5 4
4 14 5
4 9 3
5 3 14
5 8 20
5 7 12
5 15 20
6 0 9
6 1 9
6 16 20
6 5 14
6 8 7
7 13 1
7 2 11
7 3 8
7 16 16
7 6 9
7 8 3
7 9 5
8 2 7
8 17 19
9 12 9
9 16 2
9 8 1
9 14 2
9 15 20
10 4 8
10 17 18
10 5 1
10 15 5
11 2 2
11 17 1
12 4 18
12 11 16
12 17 13
12 1 7
12 6 9
12 14 1
12 15 18
12 9 12
13 4 13
13 3 19
13 17 8
13 16 11
13 5 3
14 4 15
14 0 9
14 10 12
15 4 18
15 3 9
15 6 7
15 7 14
15 10 11
16 11 13
16 0 11
16 1 10
16 5 4
16 15 20
17 13 15
17 11 4
17 1 6
17 6 12
17 7 8
17 15 7
17 10 17
1 10
67
