18 88
0 16 6
0 4 20
0 17 1
0 7 2
0 1 19
0 9 17
1 3 18
1 12 4
1 11 8
1 6 15
1 5 13
2 14 6
2 16 13
2 10 1
2 5 9
2 9 11
3 14 15
3 4 14
3 12 5
3 11 2
3 2 20
3 15 12
4 12 3
4 6 15
4 15 17
4 9 12
4 8 20
5 3 16
5 17 16
5 11 16
5 13 9
5 7 15
6 3 17
6 4 11
6 2 7
6 15 8
7 16 20
7 13 15
7 5 11
7 9 2
7 8 4
8 14 10
8 0 8
8 4 19
8 1 14
9 3 20
9 16 1
9 2 19
10 0 6
10 4 1
10 12 18
10 9 3
11 16 4
11 4 7
11 17 4
11 6 17
11 1 7
11 9 3
12 3 16
12 0 1
12 10 9
12 11 10
12 13 16
12 7 5
12 1 17
12 15 9
12 8 18
13 0 3
13 8 3
14 3 9
14 17 8
14 10 10
14 2 13
15 4 18
15 17 17
15 11 1
15 6 7
15 13 18
15 5 18
15 8 10
16 3 8
16 0 4
16 5 12
17 12 6
17 11 2
17 6 17
17 7 15
17 8 20
3 6
68
