17 69
0 1 3
0 14 15
0 11 3
0 3 8
0 8 10
0 6 5
0 5 8
0 10 8
1 0 2
1 4 10
1 11 5
1 12 6
1 5 5
1 15 18
1 10 15
2 16 7
2 11 15
2 3 3
3 7 13
3 9 17
3 4 4
3 5 13
3 15 19
4 0 15
4 2 4
4 14 2
4 3 5
5 0 2
5 9 19
5 2 15
6 0 14
6 13 5
7 0 10
7 12 9
7 5 20
8 4 18
8 12 14
9 4 3
9 14 20
9 5 7
9 10 18
10 0 2
10 2 4
10 11 4
10 3 15
10 12 6
10 6 16
11 0 16
11 4 7
11 1 6
11 14 18
11 3 8
11 5 19
12 7 9
13 2 18
13 16 19
14 7 9
14 2 12
14 1 18
14 8 8
14 12 7
14 5 14
14 15 18
15 12 19
15 5 18
15 10 4
16 7 5
16 14 12
16 3 11
6 11
19
