18 75
0 16 14
0 12 8
0 6 17
1 9 18
1 10 7
1 12 17
2 9 3
2 10 15
2 3 15
2 8 13
3 17 17
3 2 17
3 1 6
3 6 4
3 13 18
4 12 19
4 7 3
4 8 10
5 4 5
5 1 16
5 16 10
5 0 1
5 6 14
6 5 7
6 10 5
6 8 20
7 17 12
7 0 4
7 11 20
8 9 7
8 5 18
8 10 5
8 11 20
8 13 16
8 7 12
9 17 19
9 1 7
9 15 9
9 13 7
10 5 11
10 15 2
10 7 11
10 8 10
11 5 5
11 10 12
11 16 9
11 0 1
11 8 13
12 9 5
12 4 1
12 10 4
12 1 20
13 17 2
13 1 5
13 16 7
14 9 6
14 17 8
14 2 3
14 0 18
14 8 11
15 17 1
15 10 18
15 1 10
15 6 5
15 11 4
15 13 12
15 7 18
16 1 17
16 15 5
16 13 4
17 16 16
17 12 13
17 14 9
17 11 10
17 7 17
8 3
3
