17 73
0 2 17
0 4 13
0 1 17
0 9 2
1 2 12
1 12 14
1 6 8
2 15 6
2 14 16
2 13 3
2 16 15
3 1 1
3 8 3
3 15 4
3 5 11
3 16 15
4 7 20
5 12 10
5 0 15
5 8 2
5 15 4
6 2 16
6 10 13
6 15 18
6 3 12
7 2 8
7 11 17
7 8 14
7 15 5
7 14 10
7 16 14
8 1 16
8 15 1
8 14 3
8 13 16
9 2 14
9 15 13
9 16 10
10 1 1
11 2 8
11 7 9
11 0 1
11 1 19
11 15 12
11 14 12
11 3 4
12 7 8
12 0 20
12 8 17
12 13 10
12 6 1
12 3 6
13 7 7
13 0 19
13 1 13
13 8 15
14 12 1
14 8 19
14 5 7
14 13 7
14 6 4
14 16 18
14 3 4
14 9 2
15 2 7
15 4 10
15 10 19
15 7 17
15 9 5
16 2 6
16 12 10
16 8 19
16 13 15
2 6
13
