19 97
0 12 16
0 9 7
0 8 7
0 5 11
0 4 6
1 2 16
1 13 11
1 3 18
1 16 20
1 7 16
1 18 8
2 12 8
2 13 12
2 3 15
2 8 7
2 1 6
2 7 8
2 14 8
3 17 2
3 16 16
3 10 6
4 2 1
4 0 19
5 17 6
5 12 16
5 8 1
6 17 4
6 2 7
6 12 16
6 15 18
6 3 12
6 0 10
6 5 9
6 7 7
7 8 11
7 14 14
7 4 10
8 17 7
8 2 7
8 15 8
8 16 13
9 12 13
9 3 17
9 5 11
9 7 14
10 17 10
10 11 19
10 0 1
10 8 13
11 6 10
11 17 15
11 12 6
11 0 3
11 4 2
12 3 11
12 0 2
12 5 8
12 16 16
12 4 6
13 12 19
13 15 2
13 0 17
13 16 11
14 11 10
14 13 6
14 15 7
14 1 3
14 16 20
14 18 9
14 10 8
15 2 15
15 9 17
15 0 6
15 1 15
15 5 13
15 14 5
16 2 9
16 18 12
16 14 10
17 6 19
17 2 9
17 15 12
17 3 16
17 16 18
17 7 7
17 10 14
18 6 5
18 17 7
18 9 14
18 15 11
18 3 12
18 0 16
18 1 5
18 7 2
18 14 2
18 10 20
18 4 5
9 18
29
