17 70
0 5 12
0 6 4
1 13 1
1 14 9
1 0 11
2 12 5
2 6 14
2 10 1
2 16 9
2 0 12
2 1 2
3 13 5
3 5 13
3 6 12
3 10 12
3 14 3
3 4 7
3 11 17
4 3 17
4 0 11
4 11 18
5 0 14
5 7 4
6 3 14
6 10 13
6 16 11
6 2 17
6 11 14
7 3 7
7 8 19
7 4 10
8 12 12
8 10 20
8 16 11
8 9 15
8 0 15
8 7 18
9 13 17
9 5 7
9 10 7
10 5 5
10 6 1
10 9 7
11 5 20
11 6 16
11 16 19
11 15 17
11 8 8
11 0 3
11 4 12
12 13 17
12 5 11
12 6 19
12 16 18
12 9 14
12 11 10
13 5 10
13 1 11
14 13 11
14 9 4
15 13 16
15 6 7
15 14 14
15 9 18
15 4 8
16 13 13
16 12 19
16 5 19
16 15 13
16 9 3
8 2
17
