16 69
0 11 15
0 10 3
0 9 4
0 8 12
1 3 19
1 12 20
1 15 13
1 6 5
1 14 5
2 13 6
2 6 9
2 9 17
2 7 16
3 5 2
3 10 1
3 14 2
4 13 18
4 6 18
4 5 14
4 9 9
5 0 18
5 7 9
5 8 19
6 3 5
6 12 15
6 5 10
6 9 9
6 8 9
6 4 10
7 13 17
7 10 17
7 9 1
8 3 20
8 11 10
8 2 9
8 13 7
8 10 11
9 15 16
9 6 13
9 0 5
10 11 12
10 13 13
10 6 6
10 8 11
11 12 17
11 6 19
11 9 19
11 4 11
12 3 9
12 2 9
12 1 19
12 13 9
12 5 11
12 10 13
12 8 8
13 3 19
13 5 4
13 10 6
13 8 20
13 14 14
14 11 4
14 12 18
14 2 17
14 13 3
14 10 3
14 7 15
15 5 18
15 7 10
15 8 15
10 15
29
