20 105
0 16 12
0 11 6
0 4 7
0 10 8
0 18 20
0 5 4
0 9 16
1 13 2
1 15 20
1 8 20
1 6 18
1 14 17
1 0 13
1 5 18
2 3 19
2 15 3
2 6 13
2 11 19
2 14 9
2 7 17
2 18 4
3 16 3
3 19 3
3 9 13
4 13 9
4 3 15
4 17 2
4 10 11
4 2 10
5 13 6
5 16 9
5 19 9
5 14 2
5 0 14
6 1 9
6 11 19
6 5 10
7 13 7
7 16 1
7 12 20
7 14 5
8 3 4
8 6 17
8 4 3
8 7 18
8 0 16
8 18 20
8 5 4
8 9 12
9 1 15
9 8 7
9 6 12
9 11 13
9 10 13
9 18 16
10 3 1
10 1 13
10 4 4
10 7 13
10 18 4
10 9 17
11 15 20
12 16 5
12 17 17
12 7 10
12 0 8
12 5 1
13 6 19
13 2 10
14 13 16
14 3 8
14 1 12
14 19 12
14 8 6
14 17 9
14 11 20
14 4 9
14 10 8
14 18 7
15 13 12
15 16 1
15 8 1
15 11 19
15 14 9
15 7 13
16 13 2
16 15 15
16 19 3
16 8 8
16 17 8
16 18 19
16 5 4
17 19 10
17 6 16
17 4 18
17 14 5
18 3 19
18 17 2
18 2 9
18 5 13
18 9 18
19 16 10
19 12 6
19 6 11
19 5 18
3 5
19
