18 71
0 3 1
1 13 15
1 0 14
1 10 10
2 14 19
2 5 1
2 13 10
2 6 8
2 9 2
2 15 1
2 3 5
2 12 10
3 6 6
3 8 15
3 0 6
3 11 12
4 16 2
4 7 11
4 15 7
4 11 10
5 16 17
5 17 5
5 3 8
5 10 20
5 12 7
6 8 2
6 0 9
6 17 15
6 10 2
6 12 12
7 2 17
7 14 10
7 6 1
7 3 13
7 12 9
8 16 7
8 0 1
8 9 14
8 11 16
8 12 5
9 1 14
9 5 12
9 6 18
9 8 8
10 0 5
10 9 8
10 17 13
10 15 20
11 2 7
11 0 3
11 10 12
12 16 14
12 5 12
12 9 3
12 4 8
13 7 16
13 12 16
14 6 5
14 0 19
14 9 19
15 16 1
15 14 17
15 9 3
15 17 16
15 3 18
15 11 10
16 0 18
17 16 17
17 9 11
17 4 12
17 10 9
17 5
25
