16 70
0 5 3
0 2 20
0 8 10
0 10 8
1 5 9
1 11 7
1 14 17
1 0 11
1 13 9
1 3 9
1 15 10
2 8 15
2 10 4
3 4 11
3 14 9
3 0 8
3 1 20
3 12 15
3 6 2
4 2 1
4 10 11
5 4 17
5 11 7
5 6 14
6 4 8
6 11 3
6 0 13
6 1 2
7 4 6
7 10 6
7 6 16
8 5 9
8 11 10
8 2 10
8 0 7
8 9 9
9 4 20
9 11 13
9 2 15
9 1 11
9 3 16
10 4 19
10 0 17
10 13 4
11 14 11
11 1 14
11 9 14
11 12 16
11 6 2
11 15 14
12 4 5
12 8 9
12 10 16
12 7 19
12 6 16
13 5 5
13 11 8
13 14 17
13 9 14
13 10 5
13 7 7
14 4 13
14 11 2
14 1 1
14 6 14
15 5 15
15 11 1
15 8 12
15 12 1
15 7 7
7 6
28
