18 81
0 9 13
0 16 3
0 1 8
0 12 13
0 11 2
0 14 8
1 5 14
1 11 1
1 15 15
1 7 9
2 17 19
2 5 7
2 0 5
3 17 14
3 11 5
4 9 4
4 8 13
4 12 17
4 15 16
4 13 3
4 14 14
5 13 3
6 9 18
6 10 19
6 1 11
6 15 10
6 4 9
6 3 5
6 13 12
7 16 6
7 1 20
7 0 10
7 13 2
8 10 11
8 16 7
8 17 1
8 12 4
8 0 12
8 13 7
9 17 1
9 1 6
9 12 11
10 2 9
10 9 19
10 8 13
10 1 10
11 2 1
11 9 7
11 8 18
11 17 6
11 7 8
11 6 19
12 5 20
12 1 19
12 0 1
12 11 8
12 3 6
13 2 3
13 8 3
13 16 18
13 1 15
13 15 8
14 5 7
14 12 13
14 6 17
15 2 10
15 9 7
15 10 19
15 12 20
15 11 4
15 4 15
15 13 7
16 10 5
16 5 14
16 15 1
16 4 9
16 6 13
17 8 8
17 10 11
17 1 17
17 12 2
10 8
50
