20 90
0 8 10
1 3 20
1 4 20
1 15 4
1 13 13
1 0 6
2 17 5
2 1 3
2 12 17
3 19 2
3 17 8
3 4 18
3 18 16
3 15 17
3 7 18
3 5 7
4 19 8
4 1 3
4 18 17
4 15 15
4 8 7
5 10 7
5 18 11
5 11 7
5 15 2
5 8 4
5 0 1
6 19 18
6 11 20
6 2 6
6 8 13
6 13 2
7 19 5
7 1 20
7 14 13
7 11 4
7 6 2
8 3 11
8 4 1
8 7 12
8 12 9
9 17 9
9 5 12
10 1 4
10 0 20
11 2 8
11 8 17
11 0 18
12 1 15
12 4 15
12 9 16
13 19 5
13 14 1
13 6 3
13 8 14
14 19 10
14 3 15
14 1 1
14 6 2
14 12 9
14 0 8
15 3 17
15 17 3
15 11 7
15 2 12
15 5 12
16 18 12
16 15 20
16 13 9
16 0 9
17 19 14
17 10 2
17 9 14
17 2 8
17 13 3
17 16 6
18 14 7
18 9 10
18 11 13
18 2 14
18 15 13
18 5 4
18 12 9
19 17 14
19 10 17
19 1 9
19 18 20
19 14 14
19 11 6
19 6 5
14 5
35
