20 87
0 14 6
0 19 5
0 15 15
0 11 1
0 10 19
0 13 9
0 16 13
0 4 19
1 14 12
1 19 12
1 18 4
1 11 5
1 10 14
2 14 6
2 17 15
2 15 6
2 0 9
3 18 9
3 2 9
3 11 12
3 12 18
3 6 4
3 8 14
4 17 6
4 9 8
4 19 10
4 15 3
4 18 14
4 1 10
4 11 14
5 14 13
5 19 1
5 1 2
5 6 7
5 4 18
6 18 10
7 19 20
7 6 11
7 8 12
8 14 3
8 9 6
8 2 20
8 11 14
8 3 18
9 6 16
9 13 12
9 8 11
10 9 11
10 19 16
11 18 5
11 10 18
11 4 1
12 14 9
12 17 7
12 15 5
12 18 15
12 2 2
12 6 2
13 7 16
13 16 1
13 0 20
14 12 19
14 6 9
14 7 2
14 0 6
14 8 19
15 2 12
15 11 7
15 10 8
15 6 3
16 5 18
16 15 15
16 11 14
16 3 4
16 7 6
17 5 10
17 19 17
17 15 13
17 2 19
18 19 14
18 12 15
18 13 4
19 15 5
19 18 11
19 1 6
19 16 8
19 4 5
1 14
47
