19 84
0 18 11
0 16 15
0 6 2
0 15 14
1 3 3
1 16 11
1 15 13
2 7 3
2 0 10
2 12 17
2 6 4
2 17 14
3 4 18
4 5 16
4 3 2
4 13 9
4 17 4
4 10 6
5 11 18
5 4 15
5 2 16
5 0 11
5 17 1
6 14 17
6 5 6
6 3 13
6 18 12
6 0 11
6 15 11
7 4 13
7 5 2
7 3 20
7 13 4
7 0 14
7 16 2
7 17 14
7 15 13
8 3 1
8 2 4
8 1 11
8 12 3
8 6 19
8 9 15
9 5 2
9 7 16
9 8 13
10 11 12
10 2 14
10 6 17
10 17 12
10 9 2
11 14 13
11 5 2
11 18 1
11 15 7
12 11 19
12 5 9
12 8 3
12 15 5
13 3 8
13 2 14
13 18 8
13 16 14
13 6 20
14 3 19
14 16 5
14 17 9
14 9 15
14 15 19
15 3 11
15 18 20
16 4 18
16 1 1
16 18 15
16 0 7
16 6 20
16 8 7
17 4 15
17 3 3
17 18 5
17 0 7
17 6 9
17 9 11
18 1 9
10 6
57
