18 83
0 15 16
0 1 17
0 10 6
0 8 19
1 14 13
1 12 15
1 16 10
1 10 8
1 0 3
2 6 2
2 5 9
2 16 2
3 11 13
3 17 6
3 7 2
3 16 11
3 13 2
3 8 16
4 3 9
4 14 12
4 12 5
5 15 1
5 17 20
5 14 20
5 7 15
5 16 10
6 17 6
6 3 17
6 1 2
7 6 5
7 5 20
7 17 4
7 1 5
7 14 15
7 10 20
7 8 16
7 2 1
8 15 4
8 11 10
8 12 14
8 2 18
9 6 1
9 5 16
9 14 8
9 16 17
9 10 1
9 13 18
9 0 11
10 15 16
10 9 1
10 17 3
10 1 7
10 0 15
10 8 12
11 5 4
11 14 2
11 16 17
11 13 13
11 0 10
11 4 9
12 15 14
12 1 8
12 0 16
12 2 16
13 5 20
13 1 12
14 17 4
14 12 15
14 16 10
14 0 17
14 2 11
15 5 5
15 17 4
15 14 7
15 7 3
16 15 17
16 11 10
16 5 4
16 4 15
17 15 4
17 5 10
17 12 3
17 16 18
2 5
13
