18 75
0 8 19
0 9 20
0 2 19
0 7 1
1 12 17
1 0 14
2 12 9
2 4 12
2 1 19
3 6 19
3 8 14
4 17 1
4 9 17
4 12 16
4 15 6
5 6 3
5 14 3
5 3 18
5 11 10
5 15 20
6 17 16
6 4 10
6 15 1
6 0 8
7 6 4
7 14 14
7 3 6
7 8 9
7 17 15
7 4 2
7 15 20
8 17 16
8 9 19
8 4 3
8 13 19
9 13 4
9 5 12
9 16 10
10 14 16
10 3 14
10 8 3
10 9 20
10 12 17
10 13 14
11 6 16
11 3 9
11 12 16
11 10 15
11 4 5
12 2 5
12 15 20
13 6 13
14 6 5
14 11 15
14 13 9
14 0 17
15 6 1
15 3 2
15 9 7
15 10 1
15 16 7
15 1 1
15 7 6
15 0 11
16 9 13
16 12 11
16 4 19
16 0 18
17 6 8
17 11 3
17 4 6
17 13 19
17 1 18
17 15 11
17 0 13
1 9
31
