19 97
0 7 13
0 1 2
0 5 2
1 7 14
1 4 12
1 8 18
1 5 8
2 14 20
2 12 8
2 10 7
2 13 17
2 5 11
2 16 1
3 4 5
3 5 7
4 15 10
4 8 10
4 3 7
4 16 5
4 0 15
5 18 2
5 17 6
5 3 6
5 1 4
5 0 18
6 12 3
6 9 12
6 17 6
6 2 16
6 7 18
7 15 6
7 13 9
7 3 20
7 0 19
8 14 17
8 9 18
8 11 11
8 4 17
8 16 3
8 0 19
9 12 1
9 2 10
9 15 2
9 6 16
9 13 4
9 1 11
9 16 3
9 0 16
10 18 17
10 14 6
10 12 4
10 9 6
10 17 11
10 8 6
10 13 19
10 1 6
11 18 20
11 10 6
11 17 9
11 2 9
11 13 6
11 3 3
12 9 2
12 10 19
12 17 3
12 4 5
12 3 5
12 0 9
13 14 12
13 9 19
13 10 7
14 15 18
14 8 10
14 3 17
14 5 10
14 0 17
15 10 17
15 2 4
15 7 2
15 8 18
15 5 3
15 16 20
16 10 2
16 7 10
16 6 19
16 13 13
16 1 9
17 9 6
17 2 13
17 1 2
17 5 16
18 14 2
18 9 2
18 10 16
18 17 19
18 8 9
18 5 7
3 13
12
