20 104
0 10 13
0 12 5
0 9 11
0 6 7
1 8 17
1 6 5
1 17 8
2 10 2
2 18 14
2 19 6
2 7 5
3 5 6
3 9 6
3 7 10
4 10 19
4 5 7
4 16 18
4 19 6
4 2 10
4 17 7
4 1 3
4 3 19
5 18 11
5 19 2
5 4 4
5 17 17
5 7 11
5 3 12
6 16 2
6 11 10
6 19 7
6 9 16
6 4 19
6 2 16
6 0 2
7 11 19
7 2 6
7 15 16
8 13 4
8 11 12
8 19 9
8 12 9
8 4 15
8 6 2
9 10 20
9 0 20
9 14 12
9 15 13
9 3 8
10 12 18
10 17 14
10 15 19
10 1 14
11 10 12
11 16 14
11 19 19
11 2 10
11 15 20
11 3 11
12 19 2
12 3 4
13 10 16
13 5 8
13 8 6
13 16 5
13 11 13
13 19 14
13 6 7
13 15 18
13 7 8
14 10 3
14 5 16
14 13 9
14 11 18
14 2 17
14 6 1
14 7 2
14 3 10
15 10 20
15 5 12
15 8 4
15 2 13
15 17 4
15 14 11
15 7 13
16 18 6
16 4 6
16 0 8
16 15 12
17 16 15
17 19 1
17 2 4
17 6 18
17 0 6
17 7 2
18 5 17
18 13 12
18 8 6
18 12 6
19 5 2
19 13 14
19 8 9
19 2 10
19 15 19
7 15
41
