18 73
0 8 12
0 1 20
0 5 10
0 2 13
1 5 20
1 4 10
1 6 14
1 7 15
2 11 18
3 14 15
3 1 20
4 15 16
4 0 4
4 6 2
4 2 6
5 9 17
5 15 16
5 14 19
5 12 8
5 3 4
6 15 1
6 17 6
7 9 5
7 11 16
7 10 16
7 4 17
7 2 1
7 3 18
8 9 6
8 14 8
8 1 12
8 6 18
9 5 15
9 2 1
9 16 19
9 3 4
10 15 6
10 4 16
10 7 8
11 9 9
11 8 19
11 1 16
11 0 4
12 8 7
12 10 10
12 5 20
12 0 2
12 17 6
12 13 1
13 8 3
13 11 13
13 5 8
13 6 10
14 9 20
14 5 4
14 3 12
15 8 18
15 4 4
15 16 8
15 17 12
16 9 13
16 11 12
16 12 20
16 6 4
16 17 10
17 8 9
17 11 9
17 14 13
17 5 15
17 0 3
17 4 12
17 6 18
17 13 14
7 6
66
