18 71
0 10 19
0 7 9
0 15 14
0 5 12
1 10 14
1 4 18
1 2 18
1 17 7
1 6 19
1 5 16
1 12 13
2 3 8
2 13 18
3 9 16
3 1 1
3 4 2
3 14 9
3 6 15
3 13 9
4 10 7
4 9 2
4 11 2
4 5 13
4 8 4
5 0 19
5 15 10
5 13 2
6 1 14
6 14 20
6 7 4
6 15 13
6 12 5
6 8 10
7 10 10
7 9 9
7 11 12
7 17 6
7 8 9
7 13 11
8 14 3
9 4 18
9 11 2
9 16 14
9 15 20
10 4 2
10 11 18
10 8 5
11 10 6
11 9 17
11 1 20
11 2 7
11 15 16
12 14 13
12 17 8
12 16 20
13 14 10
13 16 5
13 7 10
14 10 15
14 4 11
14 11 12
14 12 10
15 10 3
15 7 3
15 8 11
16 3 3
16 15 6
16 5 13
17 2 10
17 15 7
17 5 6
12 9
39
