18 72
0 15 16
0 6 20
0 11 8
1 15 13
1 14 10
1 7 17
1 2 10
1 0 20
1 12 10
1 5 15
2 8 10
2 1 16
2 0 11
3 8 2
3 1 16
3 7 15
3 9 2
3 2 15
3 5 15
4 3 19
4 17 13
4 0 12
5 1 6
5 2 7
5 11 2
6 3 17
6 16 12
7 15 12
7 14 7
7 0 18
7 13 16
7 12 19
8 15 6
8 3 11
8 17 15
8 0 3
8 11 14
9 14 16
9 1 19
9 16 5
9 10 6
10 14 12
10 3 10
10 1 9
10 16 20
10 0 16
11 15 4
11 1 16
11 9 6
11 4 14
11 12 14
12 15 11
12 14 14
12 6 16
13 4 10
13 12 15
13 11 20
14 3 13
14 1 9
14 6 5
14 2 14
14 4 20
14 12 20
15 14 18
15 3 9
15 13 2
15 12 16
15 5 10
16 4 13
17 15 1
17 8 3
17 13 14
2 13
32
